Product keyword,Seller Facing Fee Category,Risk Factor
sporting-goods - Cycling - Components & Parts - Derailleurs,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Cycling - Components & Parts - Seat Posts,Other Hardline - Sports - Other products,Low Risk
automotive - Car Accessories - Exterior Accessories - Tyre Inflators,Other Hardline - Sports - Other products,Low Risk
automotive - Motorbike Accessories & Parts - Protective Gear & Clothing - Goggles,Other Hardline - Sports - Other products,Low Risk
automotive - Motorbike Accessories & Parts - Protective Gear & Clothing - Kidney Belts,Other Hardline - Sports - Other products,Low Risk
automotive - Motorbike Accessories & Parts - Protective Gear & Clothing - Protectors - Chest Protection,Other Hardline - Sports - Other products,Low Risk
automotive - Motorbike Accessories & Parts - Protective Gear & Clothing - Protectors - Dorsal Protection,Other Hardline - Sports - Other products,Low Risk
automotive - Motorbike Accessories & Parts - Protective Gear & Clothing - Protectors - Neck Rests,Other Hardline - Sports - Other products,Low Risk
automotive - Motorbike Accessories & Parts - Protective Gear & Clothing - Protectors - Toby Collars,Other Hardline - Sports - Other products,Low Risk
garden - Barbecue & Outdoor Dining - Outdoor Kitchens - Outdoor Kitchen Accessories - Cooling Bins,Other Hardline - Sports - Other products,Low Risk
garden - Gardening - Accessories - Gloves,Other Hardline - Sports - Other products,Low Risk
garden - Gardening - Gardening Tools - Machetes,Other Hardline - Sports - Other products,Low Risk
health - Home Medical Supplies & Equipment - Health Monitors - Pedometers,Other Hardline - Sports - Other products,Low Risk
pet-supplies - Dogs - Carriers & Travel Products - Bicycle Trailers,Other Hardline - Sports - Other products,Low Risk
pet-supplies - Dogs - Training & Behaviour Aids - Bite Guards,Other Hardline - Sports - Other products,Low Risk
pet-supplies - Fish & Aquatics - Aquarium Accessories - Cleaners - Aquarium Nets,Other Hardline - Sports - Other products,Low Risk
pet-supplies - Fish & Aquatics - Aquarium Accessories - Pumps & Filters - Air Pumps,Other Hardline - Sports - Other products,Low Risk
shoes - Shoe Care & Accessories - Shoe & Boot Toe Guards,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Accessories,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Accessories - Hydration Packs,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Accessories - Water Bottles & Accessories,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Accessories - Water Bottles & Accessories - Sports Water Bottle Accessories,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Accessories - Water Bottles & Shakers,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - BBs,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Grenades,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Gun Cases,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Gun Loaders,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Gun Rails,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Gun Scope Mounts,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Gun Scopes,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Guns & Rifles,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Guns & Rifles - Pistols,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Guns & Rifles - Rifles,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Guns & Rifles - Shotguns,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Holsters,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Lasers,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Magazines,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Pellets,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Protective Gear,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Protective Gear - Chest Protectors,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Protective Gear - Gloves,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Protective Gear - Goggles,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Protective Gear - Helmets,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Protective Gear - Masks,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Sights,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Starter Packs,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Targets,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Airsoft - Tools,Other Hardline - Sports - Other products,Low Risk
sporting-goods - American Handball,Other Hardline - Sports - Other products,Low Risk
sporting-goods - American Handball - Footwear,Other Hardline - Sports - Other products,Low Risk
sporting-goods - American Handball - Gloves,Other Hardline - Sports - Other products,Low Risk
sporting-goods - American Handball - Handballs,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Arrows & Bolts,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Arrows & Bolts - Broadheads,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Arrows & Bolts - Crossbow Bolts,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Arrows & Bolts - Hunting Arrows,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Arrows & Bolts - Points,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Arrows & Bolts - Targeting Arrows,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Bow Cases,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Bow Maintenance Accessories,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Bow Slings,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Bows,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Bows - Basic Bows,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Bows - Compound Bows,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Bows - Crossbows,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Bows - Longbows,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Bows - Recurve Bows,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Bowstrings,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Cocking Devices,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Crossbow Scopes,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Finger Tabs,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Fletches,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Kisser Buttons,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Nocks,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Protective Gear,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Protective Gear - Arm Guards,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Protective Gear - Gloves,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Quivers,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Release Aids,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Rests,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Sets,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Sights,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Stabilizers,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Archery - Targets,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Baseball Mitts,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Baseball Mitts - Catcher's Mitts,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Baseball Mitts - First Baseman's Mitts,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Baseball Mitts - Infielder's Gloves,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Baseball Mitts - Outfielder's Gloves,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Baseballs,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Bat Accessories,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Bat Accessories - Bat Sleeves,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Bat Accessories - Batting Weights,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Bat Accessories - Grips & Grip Tape,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Bat Accessories - Pine Tar,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Bats,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Batting Cages,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Batting Gloves,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Equipment Bags,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Equipment Bags - Ball Bags,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Equipment Bags - Bat Bags,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Equipment Bags - Gear Bags,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Field Maintenance Equipment,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Footwear,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Mitt Parts & Accessories,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - On-Field Equipment,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - On-Field Equipment - Backstops,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - On-Field Equipment - Bases,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - On-Field Equipment - Batting Tees,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - On-Field Equipment - Pitching Rubbers,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - On-Field Equipment - Protective Screens,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Protective Gear,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Protective Gear - Batting Helmets,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Protective Gear - Catcher's Chest Protectors,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Protective Gear - Catcher's Helmets,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Protective Gear - Catcher's Leg Guards,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Protective Gear - Catcher's Masks,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Protective Gear - Face Guards,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Protective Gear - Protective Caps,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Protective Gear - Sliding Pads,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Spikes,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Starter Equipment,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Starter Equipment - Plastic Balls,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Starter Equipment - Plastic Bats,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Starter Equipment - T-Ball Bats,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Training Equipment,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Training Equipment - Ball Rebounders,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Training Equipment - Batting Trainers,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Training Equipment - Fungo & Training Bats,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Training Equipment - Pitching Machines,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Training Equipment - Pitching Trainers,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Training Equipment - Practice Nets,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Baseball - Uniforms,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Billiards,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Billiards - Ball Racks,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Billiards - Billiard Balls,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Billiards - Billiard Cloth,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Billiards - Billiard Table Tennis Conversion Tops,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Billiards - Billiard Tables,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Billiards - Bridge Heads,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Billiards - Bridges,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Billiards - Cue Cases,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Billiards - Cue Chalk,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Billiards - Cue Sticks,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Billiards - Cue Tips,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Billiards - Gloves,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Billiards - Pockets,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Billiards - Talc,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Bowling,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Bowling - Accessories,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Bowling - Accessories - Insert Grips & Tape,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Bowling - Accessories - Shoe Covers,Other Hardline - Sports - Other products,Low Risk
sporting-goods - Bowling - Accessories - Training Aids,Other Hardline - Sports - Other products,Low Risk
